,Time,Part,Process,SubProcess,Resource,Event,Process_Type,Area,Memo
28720,184.0,A0003_D32P0,Y81,,,Stock_in,Stock,2515.75,
28721,184.0,A0003_D32S0,2야드 대조립공장,2야드 대조립공장_219,,work_finish,,,
28722,184.0,A0003_D32S0,2야드 대조립공장,2야드 대조립공장_219,,"part_transferred_to_out_buffer, step = 0",,4274.75,
28723,184.0,A0003_D32S0,Y81,,,Stock_in,Stock,2759.5,
28724,184.0,A0002_G11P0,외부,외부_76,,work_finish,,,
28725,184.0,A0002_G11P0,외부,외부_76,,"part_transferred_to_out_buffer, step = 0",,27010.45200689892,
28726,184.0,A0002_G11P0,Y7,,,Stock_in,Stock,634.0,
28727,184.0,A0002_G11S0,외부,외부_77,,work_finish,,,
28728,184.0,A0002_G11S0,외부,외부_77,,"part_transferred_to_out_buffer, step = 0",,26975.45200689892,
28729,184.0,A0002_G11S0,Y7,,,Stock_in,Stock,669.0,
28730,184.0,A0003_D123P,2야드 판넬공장,2야드 판넬공장_379,,work_finish,,,
28731,184.0,A0003_D123P,2야드 판넬공장,2야드 판넬공장_379,,"part_transferred_to_out_buffer, step = 0",,1726.75,
28732,184.0,A0003_D123S,2야드 판넬공장,2야드 판넬공장_380,,work_finish,,,
28733,184.0,A0003_D123S,2야드 판넬공장,2야드 판넬공장_380,,"part_transferred_to_out_buffer, step = 0",,1502.5,
28734,184.0,A0002_F230P,외부,외부_84,,work_finish,,,
28735,184.0,A0002_F230P,외부,외부_84,,"part_transferred_to_out_buffer, step = 0",,26925.95200689892,
28736,184.0,A0002_F230S,외부,외부_85,,work_finish,,,
28737,184.0,A0002_F230S,외부,외부_85,,"part_transferred_to_out_buffer, step = 0",,26876.45200689892,
28738,184.0,A0002_F236P,외부,외부_86,,work_finish,,,
28739,184.0,A0002_F236P,외부,외부_86,,"part_transferred_to_out_buffer, step = 0",,26821.45200689892,
28740,184.0,A0002_F236S,외부,외부_87,,work_finish,,,
28741,184.0,A0002_F236S,외부,외부_87,,"part_transferred_to_out_buffer, step = 0",,26766.45200689892,
28742,184.0,A0003_F430P,외부,외부_88,,work_finish,,,
28743,184.0,A0003_F430P,외부,외부_88,,"part_transferred_to_out_buffer, step = 0",,26651.45200689892,
28744,184.0,A0003_F430S,외부,외부_89,,work_finish,,,
28745,184.0,A0003_F430S,외부,외부_89,,"part_transferred_to_out_buffer, step = 0",,26536.45200689892,
28746,184.0,A0001_D133S,2야드 판넬공장,2야드 판넬공장_394,,work_finish,,,
28747,184.0,A0001_D133S,2야드 판넬공장,2야드 판넬공장_394,,"part_transferred_to_out_buffer, step = 0",,1366.0,
28748,184.0,A0003_E420P,대조립 1공장,대조립 1공장_210,,work_finish,,,
28749,184.0,A0003_E420P,대조립 1공장,대조립 1공장_210,,"part_transferred_to_out_buffer, step = 0",,2945.0,
28750,184.0,A0003_E420S,대조립 1공장,대조립 1공장_211,,work_finish,,,
28751,184.0,A0003_E420S,대조립 1공장,대조립 1공장_211,,"part_transferred_to_out_buffer, step = 0",,2875.0,
28752,184.0,A0002_F41P0,,,,part_created,,,
28753,184.0,A0002_T352P,,,,part_created,,,
28754,184.0,A0002_T352S,,,,part_created,,,
28755,184.0,A0003_B11P0,,,,part_created,,,
28756,184.0,A0003_B11S0,,,,part_created,,,
28757,184.0,A0003_E277P,,,,part_created,,,
28758,184.0,A0003_E277S,,,,part_created,,,
28759,184.0,A0003_F230P,,,,part_created,,,
28760,184.0,A0003_F230S,,,,part_created,,,
28761,184.0,A0003_F233A,,,,part_created,,,
28762,184.0,A0003_F236P,,,,part_created,,,
28763,184.0,A0003_F236S,,,,part_created,,,
28764,184.0,A0003_F238P,,,,part_created,,,
28765,184.0,A0003_F238S,,,,part_created,,,
28766,184.0,A0003_F239P,,,,part_created,,,
28767,184.0,A0003_F239S,,,,part_created,,,
28768,184.0,A0003_J112A,,,,part_created,,,
28769,184.0,A0003_T132P,,,,part_created,,,
28770,184.0,A0003_T132S,,,,part_created,,,
28771,184.0,A0004_B37P1,,,,part_created,,,
28772,184.0,A0004_B37S1,,,,part_created,,,
28773,184.0,,E9,,TP_1,tp_going_to_requesting_process,,,
28774,184.0,,E4,,TP_20,tp_going_to_requesting_process,,,
28775,184.0,,E9,,TP_13,tp_going_to_requesting_process,,,
28776,184.0,,E7,,TP_24,tp_going_to_requesting_process,,,
28777,184.0,,E8,,TP_2,tp_going_to_requesting_process,,,
28778,184.0,,도장 6공장,,TP_16,tp_going_to_requesting_process,,,
28779,184.0,,선실공장,,TP_4,tp_going_to_requesting_process,,,
28780,184.0,,E4,,TP_8,tp_going_to_requesting_process,,,
28781,184.0,,Y2,,TP_25,tp_going_to_requesting_process,,,
28782,184.0,,Y2,,TP_7,tp_going_to_requesting_process,,,
28783,184.0,,2야드 판넬공장,,TP_9,tp_going_to_requesting_process,,,
28784,184.0,,2야드 판넬공장,,TP_15,tp_going_to_requesting_process,,,
28785,184.0,,선행의장2공장쉘터,,TP_5,tp_going_to_requesting_process,,,
28786,184.0,,선행의장2공장쉘터,,TP_26,tp_going_to_requesting_process,,,
28787,184.0,A0003_J322A,Sink,,,go to parent block,,,
28788,184.0,A0003_J322A,Sink,,,completed,,,
28789,184.0,,E9,,TP_1,tp_arrived_at_requesting_process,,,
28790,184.0,,E4,,TP_20,tp_arrived_at_requesting_process,,,
28791,184.0,,E9,,TP_13,tp_arrived_at_requesting_process,,,
28792,184.0,,E7,,TP_24,tp_arrived_at_requesting_process,,,
28793,184.0,,E8,,TP_2,tp_arrived_at_requesting_process,,,
28794,184.0,,Y2,,TP_25,tp_arrived_at_requesting_process,,,
28795,184.0,,Y2,,TP_7,tp_arrived_at_requesting_process,,,
28796,184.0,A0003_D123P,Sink,,,go to parent block,,,
28797,184.0,A0003_D123P,Sink,,,completed,,,
28798,184.0,A0003_D123S,Sink,,,go to parent block,,,
28799,184.0,A0003_D123S,Sink,,,completed,,,
28800,184.0,A0002_F230P,Sink,,,go to parent block,,,
28801,184.0,A0002_F230P,Sink,,,completed,,,
28802,184.0,A0002_F230S,Sink,,,go to parent block,,,
28803,184.0,A0002_F230S,Sink,,,completed,,,
28804,184.0,A0002_F236P,Sink,,,go to parent block,,,
28805,184.0,A0002_F236P,Sink,,,completed,,,
28806,184.0,A0002_F236S,Sink,,,go to parent block,,,
28807,184.0,A0002_F236S,Sink,,,completed,,,
28808,184.0,A0003_F430P,Sink,,,go to parent block,,,
28809,184.0,A0003_F430P,Sink,,,completed,,,
28810,184.0,A0003_F430S,Sink,,,go to parent block,,,
28811,184.0,A0003_F430S,Sink,,,completed,,,
28812,184.0,A0001_D133S,Sink,,,go to parent block,,,
28813,184.0,A0001_D133S,Sink,,,completed,,,
28814,184.0,A0003_E420P,Sink,,,go to parent block,,,
28815,184.0,A0003_E420P,Sink,,,completed,,,
28816,184.0,A0003_E420S,Sink,,,go to parent block,,,
28817,184.0,A0003_E420S,Sink,,,completed,,,
28818,184.0,A0002_F41P0,2야드 대조립공장,,,Process_entered,,4533.75,
28819,184.0,A0002_F41P0,2야드 대조립공장,,,routing_ended,,,
28820,184.0,A0002_T352P,2야드 판넬공장,,,Process_entered,,1836.0,
28821,184.0,A0002_T352P,2야드 판넬공장,,,routing_ended,,,
28822,184.0,A0003_E277P,대조립 2공장,,,Process_entered,,1251.0,
28823,184.0,A0003_E277P,대조립 2공장,,,routing_ended,,,
28824,184.0,A0003_F230P,외부,,,Process_entered,,26578.95200689892,
28825,184.0,A0003_F230P,외부,,,routing_ended,,,
28826,184.0,A0003_T132P,선각공장,,,Process_entered,,5737.94,
28827,184.0,A0003_T132P,선각공장,,,routing_ended,,,
28828,184.0,A0003_B11P0,2야드 대조립공장,,,Process_entered,,4823.75,
28829,184.0,A0003_B11P0,2야드 대조립공장,,,routing_ended,,,
28830,184.0,A0002_T352S,2야드 판넬공장,,,Process_entered,,2052.0,
28831,184.0,A0002_T352S,2야드 판넬공장,,,routing_ended,,,
28832,184.0,A0003_E277S,대조립 2공장,,,Process_entered,,1350.0,
28833,184.0,A0003_E277S,대조립 2공장,,,routing_ended,,,
28834,184.0,A0003_F230S,외부,,,Process_entered,,26621.45200689892,
28835,184.0,A0003_F230S,외부,,,routing_ended,,,
28836,184.0,A0003_T132S,선각공장,,,Process_entered,,6025.94,
28837,184.0,A0003_T132S,선각공장,,,routing_ended,,,
28838,184.0,A0005_A32A0,E9,,,Stock_out,Stock,2682.0,
28839,184.0,A0005_A32A0,E9,,,tp_request,,,
28840,184.0,A0005_A32A0,E9,,TP_1,tp_going_to_next_process,,,
28841,184.0,A0005_A91S0,E4,,,Stock_out,Stock,3695.75,
28842,184.0,A0005_A91S0,E4,,,tp_request,,,
28843,184.0,A0005_A91S0,E4,,TP_20,tp_going_to_next_process,,,
28844,184.0,A0004_E62S0,E9,,,Stock_out,Stock,2430.0,
28845,184.0,A0004_E62S0,E9,,,tp_request,,,
28846,184.0,A0004_E62S0,E9,,TP_13,tp_going_to_next_process,,,
28847,184.0,A0004_E62P0,E7,,,Stock_out,Stock,1552.75,
28848,184.0,A0004_E62P0,E7,,,tp_request,,,
28849,184.0,A0004_E62P0,E7,,TP_24,tp_going_to_next_process,,,
28850,184.0,A0004_D11P1,E8,,,Stock_out,Stock,714.0,
28851,184.0,A0004_D11P1,E8,,,tp_request,,,
28852,184.0,A0004_D11P1,E8,,TP_2,tp_going_to_next_process,,,
28853,184.0,A0002_T31P0,Y2,,,Stock_out,Stock,1901.0,
28854,184.0,A0002_T31P0,Y2,,,tp_request,,,
28855,184.0,A0002_T31P0,Y2,,TP_25,tp_going_to_next_process,,,
28856,184.0,A0002_T31S0,Y2,,,Stock_out,Stock,1763.5,
28857,184.0,A0002_T31S0,Y2,,,tp_request,,,
28858,184.0,A0002_T31S0,Y2,,TP_7,tp_going_to_next_process,,,
28859,184.0,A0002_F41P0,2야드 대조립공장,2야드 대조립공장_250,,work_start,,,
28860,184.0,A0003_B11S0,2야드 대조립공장,,,Process_entered,,5113.75,
28861,184.0,A0003_B11S0,2야드 대조립공장,,,routing_ended,,,
28862,184.0,A0002_T352P,2야드 판넬공장,2야드 판넬공장_424,,"part_transferred_to_out_buffer, step = 0",,1582.0,
28863,184.0,A0003_E277P,대조립 2공장,대조립 2공장_162,,work_start,,,
28864,184.0,A0003_F230P,외부,외부_126,,work_start,,,
28865,184.0,A0003_F233A,외부,,,Process_entered,,26906.45200689892,
28866,184.0,A0003_F233A,외부,,,routing_ended,,,
28867,184.0,A0003_T132P,선각공장,선각공장_369,,"part_transferred_to_out_buffer, step = 0",,5737.94,
28868,184.0,A0004_D11P1,Painting,,TP_2,tp_finished_transferred_to_next_process,,,
28869,184.0,A0004_D11P1,E8,,,part_transferred_to_next_process_with_tp,,,
28870,184.0,A0003_B11P0,2야드 대조립공장,2야드 대조립공장_251,,work_start,,,
28871,184.0,A0002_T352S,2야드 판넬공장,2야드 판넬공장_425,,"part_transferred_to_out_buffer, step = 0",,1366.0,
28872,184.0,A0003_E277S,대조립 2공장,대조립 2공장_163,,work_start,,,
28873,184.0,A0003_F230S,외부,외부_127,,work_start,,,
28874,184.0,A0003_F236P,외부,,,Process_entered,,26966.45200689892,
28875,184.0,A0003_F236P,외부,,,routing_ended,,,
28876,184.0,A0003_T132S,선각공장,선각공장_370,,"part_transferred_to_out_buffer, step = 0",,5449.94,
28877,184.0,A0004_D11P1,Painting,,,Part arrive at start location,,,
28878,184.0,A0003_B11S0,2야드 대조립공장,2야드 대조립공장_252,,work_start,,,
28879,184.0,A0002_T352P,Sink,,,go to parent block,,,
28880,184.0,A0002_T352P,Sink,,,completed,,,
28881,184.0,A0003_F233A,외부,외부_128,,work_start,,,
28882,184.0,A0003_F236S,외부,,,Process_entered,,27026.45200689892,
28883,184.0,A0003_F236S,외부,,,routing_ended,,,
28884,184.0,A0003_T132P,Sink,,,go to parent block,,,
28885,184.0,A0003_T132P,Sink,,,completed,,,
28886,184.0,A0004_D11P1,Painting,,,Process_entered,Painting,5625.5,
28887,184.0,A0004_D11P1,Painting,,,routing_ended,,,
28888,184.0,A0002_T352S,Sink,,,go to parent block,,,
28889,184.0,A0002_T352S,Sink,,,completed,,,
28890,184.0,A0003_F236P,외부,외부_129,,work_start,,,
28891,184.0,A0003_F238P,외부,,,Process_entered,,27094.45200689892,
28892,184.0,A0003_F238P,외부,,,routing_ended,,,
28893,184.0,A0003_T132S,Sink,,,go to parent block,,,
28894,184.0,A0003_T132S,Sink,,,completed,,,
28895,184.0,A0003_F236S,외부,외부_130,,work_start,,,
28896,184.0,A0003_F238S,외부,,,Process_entered,,27162.45200689892,
28897,184.0,A0003_F238S,외부,,,routing_ended,,,
28898,184.0,A0004_D11P1,Painting,Painting_13,,work_start,,,
28899,184.0,A0003_F238P,외부,외부_131,,work_start,,,
28900,184.0,A0003_F239P,외부,,,Process_entered,,27258.45200689892,
28901,184.0,A0003_F239P,외부,,,routing_ended,,,
28902,184.0,A0003_F238S,외부,외부_132,,work_start,,,
28903,184.0,A0003_F239S,외부,,,Process_entered,,27354.45200689892,
28904,184.0,A0003_F239S,외부,,,routing_ended,,,
28905,184.0,A0003_F239P,외부,외부_133,,work_start,,,
28906,184.0,A0003_J112A,외부,,,Process_entered,,27612.47247150069,
28907,184.0,A0003_J112A,외부,,,routing_ended,,,
28908,184.0,A0003_F239S,외부,외부_134,,work_start,,,
28909,184.0,A0003_J112A,외부,외부_135,,work_start,,,
28910,184.0001109334917,,E6,,TP_4,tp_arrived_at_requesting_process,,,
28911,184.0001109334917,A0002_D11P1,E6,,,Stock_out,Stock,880.0,
28912,184.0001109334917,A0002_D11P1,E6,,,tp_request,,,
28913,184.0001109334917,A0002_D11P1,E6,,TP_4,tp_going_to_next_process,,,
28914,184.0001109334917,A0002_D11P1,Painting,,TP_4,tp_finished_transferred_to_next_process,,,
28915,184.0001109334917,A0002_D11P1,E6,,,part_transferred_to_next_process_with_tp,,,
28916,184.0001109334917,A0002_D11P1,Painting,,,Part arrive at start location,,,
28917,184.0001109334917,A0002_D11P1,Painting,,,Process_entered,Painting,6505.5,
28918,184.0001109334917,A0002_D11P1,Painting,,,routing_ended,,,
28919,184.0001109334917,A0002_D11P1,Painting,Painting_14,,work_start,,,
28920,184.000602645188,A0002_B12S1,Shelter,Shelter_204,,work_finish,,,
28921,184.000602645188,A0002_B12S1,Shelter,Shelter_204,,"part_transferred_to_out_buffer, step = 2",Shelter,12716.5,
28922,184.000602645188,A0002_B12S1,Sink,,,go to parent block,,,
28923,184.000602645188,A0002_B12S1,Sink,,,completed,,,
28924,184.00064426785164,A0002_T31P0,2야드 도장 3공장,,TP_25,tp_finished_transferred_to_next_process,,,
28925,184.00064426785164,A0002_T31P0,Y2,,,part_transferred_to_next_process_with_tp,,,
28926,184.00064426785164,A0002_T31S0,2야드 도장 3공장,,TP_7,tp_finished_transferred_to_next_process,,,
28927,184.00064426785164,A0002_T31S0,Y2,,,part_transferred_to_next_process_with_tp,,,
28928,184.00064426785164,A0002_T31P0,2야드 도장 3공장,,,Part arrive at start location,,,
28929,184.00064426785164,A0002_T31S0,2야드 도장 3공장,,,Part arrive at start location,,,
28930,184.00064426785164,A0002_T31P0,2야드 도장 3공장,,,Process_entered,Painting,530.0,
28931,184.00064426785164,A0002_T31P0,2야드 도장 3공장,,,routing_ended,,,
28932,184.00064426785164,A0002_T31S0,2야드 도장 3공장,,,Process_entered,Painting,667.5,
28933,184.00064426785164,A0002_T31S0,2야드 도장 3공장,,,routing_ended,,,
28934,184.00064426785164,A0002_T31P0,2야드 도장 3공장,2야드 도장 3공장_12,,work_start,,,
28935,184.00064426785164,A0002_T31S0,2야드 도장 3공장,2야드 도장 3공장_13,,work_start,,,
28936,184.00074970934125,,E8,,TP_16,tp_arrived_at_requesting_process,,,
28937,184.00074970934125,A0004_D11S1,E8,,,Stock_out,Stock,0.0,
28938,184.00074970934125,A0004_D11S1,E8,,,tp_request,,,
28939,184.00074970934125,A0004_D11S1,E8,,TP_16,tp_going_to_next_process,,,
28940,184.00074970934125,A0004_D11S1,Painting,,TP_16,tp_finished_transferred_to_next_process,,,
28941,184.00074970934125,A0004_D11S1,E8,,,part_transferred_to_next_process_with_tp,,,
28942,184.00074970934125,A0004_D11S1,Painting,,,Part arrive at start location,,,
28943,184.00074970934125,A0004_D11S1,Painting,,,Process_entered,Painting,7219.5,
28944,184.00074970934125,A0004_D11S1,Painting,,,routing_ended,,,
28945,184.00074970934125,A0004_D11S1,Painting,Painting_15,,work_start,,,
28946,184.00080136301577,,Y2,,TP_9,tp_arrived_at_requesting_process,,,
28947,184.00080136301577,,Y2,,TP_15,tp_arrived_at_requesting_process,,,
28948,184.00080136301577,A0002_S11P0,Y2,,,Stock_out,Stock,1583.5,
28949,184.00080136301577,A0002_S11P0,Y2,,,tp_request,,,
28950,184.00080136301577,A0002_S11P0,Y2,,TP_9,tp_going_to_next_process,,,
28951,184.00080136301577,A0002_S11S0,Y2,,,Stock_out,Stock,1403.5,
28952,184.00080136301577,A0002_S11S0,Y2,,,tp_request,,,
28953,184.00080136301577,A0002_S11S0,Y2,,TP_15,tp_going_to_next_process,,,
28954,184.0014456308674,A0002_S11P0,2야드 도장 3공장,,TP_9,tp_finished_transferred_to_next_process,,,
28955,184.0014456308674,A0002_S11P0,Y2,,,part_transferred_to_next_process_with_tp,,,
28956,184.0014456308674,A0002_S11S0,2야드 도장 3공장,,TP_15,tp_finished_transferred_to_next_process,,,
28957,184.0014456308674,A0002_S11S0,Y2,,,part_transferred_to_next_process_with_tp,,,
28958,184.0014456308674,A0002_S11P0,2야드 도장 3공장,,,Part arrive at start location,,,
28959,184.0014456308674,A0002_S11S0,2야드 도장 3공장,,,Part arrive at start location,,,
28960,184.0014456308674,A0002_S11P0,2야드 도장 3공장,,,Process_entered,Painting,847.5,
28961,184.0014456308674,A0002_S11P0,2야드 도장 3공장,,,routing_ended,,,
28962,184.0014456308674,A0002_S11S0,2야드 도장 3공장,,,Process_entered,Painting,1027.5,
28963,184.0014456308674,A0002_S11S0,2야드 도장 3공장,,,routing_ended,,,
28964,184.0014456308674,A0002_S11P0,2야드 도장 3공장,2야드 도장 3공장_14,,work_start,,,
28965,184.0014456308674,A0002_S11S0,2야드 도장 3공장,2야드 도장 3공장_15,,work_start,,,
28966,184.00325032927836,A0004_E31S1,Shelter,Shelter_152,,work_finish,,,
28967,184.00325032927836,A0004_E31S1,Shelter,Shelter_152,,"part_transferred_to_out_buffer, step = 0",Shelter,11650.75,
28968,184.00325032927836,A0004_E31S1,Shelter,,,Part arrive at start location,,,
28969,184.00325032927836,A0004_E31S1,Painting,,,Process_entered,Painting,8285.25,
28970,184.00325032927836,A0004_E31S1,Painting,,,routing_ended,,,
28971,184.00325032927836,A0004_E31S1,Painting,Painting_16,,work_start,,,
28972,184.00430793604028,A0004_E62S0,도장 5공장,,TP_13,tp_finished_transferred_to_next_process,,,
28973,184.00430793604028,A0004_E62S0,E9,,,part_transferred_to_next_process_with_tp,,,
28974,184.00430793604028,A0004_E62S0,도장 5공장,,,Part arrive at start location,,,
28975,184.00430793604028,A0004_E62S0,도장 5공장,,,Process_entered,Painting,2589.5,
28976,184.00430793604028,A0004_E62S0,도장 5공장,,,routing_ended,,,
28977,184.00430793604028,A0004_E62S0,도장 5공장,도장 5공장_9,,work_start,,,
28978,184.00457441172017,A0004_E62P0,도장 8공장,,TP_24,tp_finished_transferred_to_next_process,,,
28979,184.00457441172017,A0004_E62P0,E7,,,part_transferred_to_next_process_with_tp,,,
28980,184.00457441172017,A0004_E62P0,도장 8공장,,,Part arrive at start location,,,
28981,184.00457441172017,A0004_E62P0,도장 8공장,,,Process_entered,Painting,2192.75,
28982,184.00457441172017,A0004_E62P0,도장 8공장,,,routing_ended,,,
28983,184.00457441172017,A0004_E62P0,도장 8공장,도장 8공장_13,,work_start,,,
28984,184.00458627392038,,대조립 1공장,,TP_5,tp_arrived_at_requesting_process,,,
28985,184.00458627392038,,대조립 1공장,,TP_26,tp_arrived_at_requesting_process,,,
28986,184.00458627392038,A0004_B37P1,대조립 1공장,,,tp_request,,,
28987,184.00458627392038,A0004_B37P1,대조립 1공장,,TP_5,tp_going_to_next_process,,,
28988,184.00458627392038,A0004_B37S1,대조립 1공장,,,tp_request,,,
28989,184.00458627392038,A0004_B37S1,대조립 1공장,,TP_26,tp_going_to_next_process,,,
28990,184.00522394569572,,E6,,TP_8,tp_arrived_at_requesting_process,,,
28991,184.00522394569572,A0002_D11S1,E6,,,Stock_out,Stock,0.0,
28992,184.00522394569572,A0002_D11S1,E6,,,tp_request,,,
28993,184.00522394569572,A0002_D11S1,E6,,TP_8,tp_going_to_next_process,,,
28994,184.00522394569572,A0002_D11S1,Painting,,TP_8,tp_finished_transferred_to_next_process,,,
28995,184.00522394569572,A0002_D11S1,E6,,,part_transferred_to_next_process_with_tp,,,
28996,184.00522394569572,A0002_D11S1,Painting,,,Part arrive at start location,,,
28997,184.00522394569572,A0002_D11S1,Painting,,,Process_entered,Painting,9165.25,
28998,184.00522394569572,A0002_D11S1,Painting,,,routing_ended,,,
28999,184.00522394569572,A0002_D11S1,Painting,Painting_17,,work_start,,,
29000,184.00690621077106,A0004_E31P1,Shelter,Shelter_154,,work_finish,,,
29001,184.00690621077106,A0004_E31P1,Shelter,Shelter_154,,"part_transferred_to_out_buffer, step = 0",Shelter,10585.0,
29002,184.00690621077106,A0004_E31P1,Shelter,,,Part arrive at start location,,,
29003,184.00690621077106,A0004_E31P1,Painting,,,Process_entered,Painting,10231.0,
29004,184.00690621077106,A0004_E31P1,Painting,,,routing_ended,,,
29005,184.00690621077106,A0004_E31P1,Painting,Painting_18,,work_start,,,
29006,184.0081414903389,A0002_B52S0,선행의장2공장쉘터,선행의장2공장쉘터_27,,work_finish,,,
29007,184.0081414903389,A0002_B52S0,선행의장2공장쉘터,선행의장2공장쉘터_27,,"part_transferred_to_out_buffer, step = 2",Shelter,499.5,
29008,184.0081414903389,A0002_B52S0,Sink,,,go to parent block,,,
29009,184.0081414903389,A0002_B52S0,Sink,,,completed,,,
29010,184.00981584103144,A0005_A32A0,2도크PE,,TP_1,tp_finished_transferred_to_next_process,,,
29011,184.00981584103144,A0005_A32A0,E9,,,part_transferred_to_next_process_with_tp,,,
29012,184.00981584103144,A0005_A32A0,2도크PE,,,Part arrive at start location,,,
29013,184.00981584103144,A0005_A32A0,2도크PE,,,Process_entered,Shelter,78.0,
29014,184.00981584103144,A0005_A32A0,2도크PE,,,routing_ended,,,
29015,184.00981584103144,A0005_A32A0,2도크PE,2도크PE_12,,work_start,,,
29016,184.00995870881064,A0005_A91S0,1도크PE,,TP_20,tp_finished_transferred_to_next_process,,,
29017,184.00995870881064,A0005_A91S0,E4,,,part_transferred_to_next_process_with_tp,,,
29018,184.00995870881064,A0005_A91S0,1도크PE,,,Part arrive at start location,,,
29019,184.00995870881064,A0005_A91S0,1도크PE,,,Process_entered,Shelter,15.0,
29020,184.00995870881064,A0005_A91S0,1도크PE,,,routing_ended,,,
29021,184.00995870881064,A0005_A91S0,1도크PE,1도크PE_8,,work_start,,,
29022,184.01748911140427,A0005_D17P2,3도크,3도크_9,,work_finish,,,
29023,184.01748911140427,A0005_D17P2,3도크,3도크_9,,"part_transferred_to_out_buffer, step = 0",,5543.75,
29024,184.01748911140427,A0005_D17S2,3도크,3도크_10,,work_finish,,,
29025,184.01748911140427,A0005_D17S2,3도크,3도크_10,,"part_transferred_to_out_buffer, step = 0",,4443.0,
29026,184.01748911140427,A0005_D17P2,Sink,,,go to parent block,,,
29027,184.01748911140427,A0005_D17P2,Sink,,,completed,,,
29028,184.01748911140427,A0005_D17S2,Sink,,,go to parent block,,,
29029,184.01748911140427,A0005_D17S2,Sink,,,completed,,,
29030,184.02376965529004,A0003_B13S1,외부,외부_422,,work_finish,,,
29031,184.02376965529004,A0003_B13S1,외부,외부_422,,"part_transferred_to_out_buffer, step = 0",,27132.47247150069,
29032,184.02376965529004,A0003_B13S1,Sink,,,go to parent block,,,
29033,184.02376965529004,A0003_B13S1,Sink,,,completed,,,
29034,184.02412036888518,A0003_A11P0,외부,외부_868,,work_finish,,,
29035,184.02412036888518,A0003_A11P0,외부,외부_868,,"part_transferred_to_out_buffer, step = 0",,27085.72247150069,
29036,184.02412036888518,A0003_A11P0,Sink,,,go to parent block,,,
29037,184.02412036888518,A0003_A11P0,Sink,,,completed,,,
29038,184.02620747779488,A0003_A11S0,외부,외부_869,,work_finish,,,
29039,184.02620747779488,A0003_A11S0,외부,외부_869,,"part_transferred_to_out_buffer, step = 0",,27038.97247150069,
29040,184.02620747779488,A0003_A11S0,Sink,,,go to parent block,,,
29041,184.02620747779488,A0003_A11S0,Sink,,,completed,,,
29042,184.02819892558182,A0004_B37P1,선행의장6공장쉘터,,TP_5,tp_finished_transferred_to_next_process,,,
29043,184.02819892558182,A0004_B37P1,대조립 1공장,,,part_transferred_to_next_process_with_tp,,,
29044,184.02819892558182,A0004_B37P1,선행의장6공장쉘터,,,Process_entered,Shelter,400.0,
29045,184.02819892558182,A0004_B37P1,선행의장6공장쉘터,,,routing_ended,,,
29046,184.02819892558182,A0004_B37P1,선행의장6공장쉘터,선행의장6공장쉘터_0,,work_start,,,
29047,184.03859119894298,A0004_B37S1,특수선쉘터,,TP_26,tp_finished_transferred_to_next_process,,,
29048,184.03859119894298,A0004_B37S1,대조립 1공장,,,part_transferred_to_next_process_with_tp,,,
29049,184.03859119894298,A0004_B37S1,특수선쉘터,,,Process_entered,Shelter,400.0,
29050,184.03859119894298,A0004_B37S1,특수선쉘터,,,routing_ended,,,
29051,184.03859119894298,A0004_B37S1,특수선쉘터,특수선쉘터_0,,work_start,,,
29052,185.0,A0002_F11P0,외부,외부_847,,work_finish,,,
29053,185.0,A0002_F11P0,외부,외부_847,,"part_transferred_to_out_buffer, step = 0",,26779.97247150069,
29054,185.0,A0002_F11P0,Y1,,,Stock_in,Stock,4534.5,
29055,185.0,A0002_F11S0,외부,외부_848,,work_finish,,,
29056,185.0,A0002_F11S0,외부,외부_848,,"part_transferred_to_out_buffer, step = 0",,26520.97247150069,
29057,185.0,A0002_F11S0,Y1,,,Stock_in,Stock,4793.5,
29058,185.0,A0003_E28P0,2야드 대조립공장,2야드 대조립공장_220,,work_finish,,,
29059,185.0,A0003_E28P0,2야드 대조립공장,2야드 대조립공장_220,,"part_transferred_to_out_buffer, step = 0",,4812.75,
29060,185.0,A0003_E28P0,Y3,,,Stock_in,Stock,2113.0,
29061,185.0,A0003_E28S0,2야드 대조립공장,2야드 대조립공장_221,,work_finish,,,
29062,185.0,A0003_E28S0,2야드 대조립공장,2야드 대조립공장_221,,"part_transferred_to_out_buffer, step = 0",,4511.75,
29063,185.0,A0003_E28S0,Y3,,,Stock_in,Stock,2414.0,
29064,185.0,A0003_T213P,선행의장1공장쉘터,선행의장1공장쉘터_35,,work_finish,,,
29065,185.0,A0003_T213P,선행의장1공장쉘터,선행의장1공장쉘터_35,,"part_transferred_to_out_buffer, step = 1",Shelter,521.0,
29066,185.0,A0003_T213S,선행의장1공장쉘터,선행의장1공장쉘터_36,,work_finish,,,
29067,185.0,A0003_T213S,선행의장1공장쉘터,선행의장1공장쉘터_36,,"part_transferred_to_out_buffer, step = 1",Shelter,351.0,
29068,185.0,A0003_E422P,대조립 1공장,대조립 1공장_218,,work_finish,,,
29069,185.0,A0003_E422P,대조립 1공장,대조립 1공장_218,,"part_transferred_to_out_buffer, step = 0",,2539.0,
29070,185.0,A0003_G800A,2야드 중조공장,2야드 중조공장_12,,work_finish,,,
29071,185.0,A0003_G800A,2야드 중조공장,2야드 중조공장_12,,"part_transferred_to_out_buffer, step = 0",,258.02046460177,
29072,185.0,A0003_E422S,대조립 1공장,대조립 1공장_219,,work_finish,,,
