,Time,Event,Part,Process,SubProcess,Resource,Reason
0,71.0,part_created,A0001_A11A0,,,,
1,71.0,part_created,A0001_E170A,,,,
2,71.0,tp_going_to_requesting_process,,,,TP_1,
3,71.0,tp_request,A0001_A11A0,2야드 대조립공장,,,
4,71.0,tp_going_to_next_process,A0001_A11A0,2야드 대조립공장,,TP_1,
5,71.0,Process_entered,A0001_E170A,대조립 1공장,,,
6,71.0,routing_ended,A0001_E170A,대조립 1공장,,,
7,71.0,work_start,A0001_E170A,대조립 1공장,대조립 1공장_0,,
8,71.02311166557199,tp_finished_transferred_to_next_process,A0001_A11A0,외부,,TP_1,
9,71.02311166557199,part_transferred_to_next_process_with_tp,A0001_A11A0,2야드 대조립공장,,,
10,71.02311166557199,Process_entered,A0001_A11A0,외부,,,
11,71.02311166557199,routing_ended,A0001_A11A0,외부,,,
12,71.02311166557199,work_start,A0001_A11A0,외부,외부_0,,
13,82.0,part_created,A0001_A41A0,,,,
14,82.0,part_created,A0001_H91A0,,,,
15,82.0,tp_going_to_requesting_process,,,,TP_2,
16,82.0,Process_entered,A0001_A41A0,외부,,,
17,82.0,routing_ended,A0001_A41A0,외부,,,
18,82.0,tp_request,A0001_H91A0,2야드 대조립공장,,,
19,82.0,tp_going_to_next_process,A0001_H91A0,2야드 대조립공장,,TP_2,
20,82.0,work_start,A0001_A41A0,외부,외부_1,,
21,82.02311166557199,tp_finished_transferred_to_next_process,A0001_H91A0,외부,,TP_2,
22,82.02311166557199,part_transferred_to_next_process_with_tp,A0001_H91A0,2야드 대조립공장,,,
23,82.02311166557199,Process_entered,A0001_H91A0,외부,,,
24,82.02311166557199,routing_ended,A0001_H91A0,외부,,,
25,82.02311166557199,work_start,A0001_H91A0,외부,외부_2,,
26,85.0,part_created,A0001_E317P,,,,
27,85.0,part_created,A0001_E317S,,,,
28,85.0,Process_entered,A0001_E317P,2야드 판넬공장,,,
29,85.0,routing_ended,A0001_E317P,2야드 판넬공장,,,
30,85.0,Process_entered,A0001_E317S,2야드 판넬공장,,,
31,85.0,routing_ended,A0001_E317S,2야드 판넬공장,,,
32,85.0,work_start,A0001_E317P,2야드 판넬공장,2야드 판넬공장_0,,
33,85.0,work_start,A0001_E317S,2야드 판넬공장,2야드 판넬공장_1,,
34,86.0,work_finish,A0001_E317P,2야드 판넬공장,2야드 판넬공장_0,,
35,86.0,Stock_in,A0001_E317P,Y6,,,
36,86.0,"part_transferred_to_out_buffer, step = 0",A0001_E317P,2야드 판넬공장,2야드 판넬공장_0,,
37,86.0,work_finish,A0001_E317S,2야드 판넬공장,2야드 판넬공장_1,,
38,86.0,Stock_in,A0001_E317S,Y6,,,
39,86.0,"part_transferred_to_out_buffer, step = 0",A0001_E317S,2야드 판넬공장,2야드 판넬공장_1,,
40,89.0,Stock_out,A0001_E317P,2야드 대조립공장,,,
41,89.0,Stock_out,A0001_E317S,2야드 대조립공장,,,
42,89.0,Process_entered,A0001_E317P,2야드 대조립공장,,,
43,89.0,routing_ended,A0001_E317P,2야드 대조립공장,,,
44,89.0,Process_entered,A0001_E317S,2야드 대조립공장,,,
45,89.0,routing_ended,A0001_E317S,2야드 대조립공장,,,
46,89.0,work_start,A0001_E317P,2야드 대조립공장,2야드 대조립공장_0,,
47,89.0,work_start,A0001_E317S,2야드 대조립공장,2야드 대조립공장_1,,
48,91.0,part_created,A0001_B51P0,,,,
49,91.0,part_created,A0001_B51S0,,,,
50,91.0,tp_going_to_requesting_process,,,,TP_3,
51,91.0,tp_going_to_requesting_process,,,,TP_4,
52,91.0,tp_request,A0001_B51P0,2야드 대조립공장,,,
53,91.0,tp_going_to_next_process,A0001_B51P0,2야드 대조립공장,,TP_3,
54,91.0,tp_request,A0001_B51S0,2야드 대조립공장,,,
55,91.0,tp_going_to_next_process,A0001_B51S0,2야드 대조립공장,,TP_4,
56,91.02311166557199,tp_finished_transferred_to_next_process,A0001_B51P0,외부,,TP_3,
57,91.02311166557199,part_transferred_to_next_process_with_tp,A0001_B51P0,2야드 대조립공장,,,
58,91.02311166557199,tp_finished_transferred_to_next_process,A0001_B51S0,외부,,TP_4,
59,91.02311166557199,part_transferred_to_next_process_with_tp,A0001_B51S0,2야드 대조립공장,,,
60,91.02311166557199,Process_entered,A0001_B51P0,외부,,,
61,91.02311166557199,routing_ended,A0001_B51P0,외부,,,
62,91.02311166557199,Process_entered,A0001_B51S0,외부,,,
63,91.02311166557199,routing_ended,A0001_B51S0,외부,,,
64,91.02311166557199,work_start,A0001_B51P0,외부,외부_3,,
65,91.02311166557199,work_start,A0001_B51S0,외부,외부_4,,
66,93.0,part_created,A0001_E827P,,,,
67,93.0,part_created,A0001_E827S,,,,
68,93.0,Process_entered,A0001_E827P,2야드 판넬공장,,,
69,93.0,routing_ended,A0001_E827P,2야드 판넬공장,,,
70,93.0,Process_entered,A0001_E827S,2야드 판넬공장,,,
71,93.0,routing_ended,A0001_E827S,2야드 판넬공장,,,
72,93.0,work_start,A0001_E827P,2야드 판넬공장,2야드 판넬공장_2,,
73,93.0,work_start,A0001_E827S,2야드 판넬공장,2야드 판넬공장_3,,
74,96.0,work_finish,A0001_E317P,2야드 대조립공장,2야드 대조립공장_0,,
75,96.0,"part_transferred_to_out_buffer, step = 1",A0001_E317P,2야드 대조립공장,2야드 대조립공장_0,,
76,96.0,work_finish,A0001_E317S,2야드 대조립공장,2야드 대조립공장_1,,
77,96.0,"part_transferred_to_out_buffer, step = 1",A0001_E317S,2야드 대조립공장,2야드 대조립공장_1,,
78,96.0,work_finish,A0001_E827P,2야드 판넬공장,2야드 판넬공장_2,,
79,96.0,"part_transferred_to_out_buffer, step = 0",A0001_E827P,2야드 판넬공장,2야드 판넬공장_2,,
80,96.0,work_finish,A0001_E827S,2야드 판넬공장,2야드 판넬공장_3,,
81,96.0,"part_transferred_to_out_buffer, step = 0",A0001_E827S,2야드 판넬공장,2야드 판넬공장_3,,
82,96.0,completed,A0001_E317P,Sink,,,
83,96.0,completed,A0001_E317S,Sink,,,
84,97.0,part_created,A0001_E81A0,,,,
85,97.0,Process_entered,A0001_E81A0,2야드 대조립공장,,,
86,97.0,routing_ended,A0001_E81A0,2야드 대조립공장,,,
87,97.0,Process_entered,A0001_E827P,2야드 대조립공장,,,
88,97.0,routing_ended,A0001_E827P,2야드 대조립공장,,,
89,97.0,work_start,A0001_E81A0,2야드 대조립공장,2야드 대조립공장_2,,
90,97.0,Process_entered,A0001_E827S,2야드 대조립공장,,,
91,97.0,routing_ended,A0001_E827S,2야드 대조립공장,,,
92,97.0,work_start,A0001_E827P,2야드 대조립공장,2야드 대조립공장_3,,
93,97.0,work_start,A0001_E827S,2야드 대조립공장,2야드 대조립공장_4,,
94,99.0,work_finish,A0001_E170A,대조립 1공장,대조립 1공장_0,,
95,99.0,"part_transferred_to_out_buffer, step = 0",A0001_E170A,대조립 1공장,대조립 1공장_0,,
96,99.0,completed,A0001_E170A,Sink,,,
97,104.0,part_created,A0001_H52P0,,,,
98,104.0,part_created,A0001_H52S0,,,,
99,104.0,tp_going_to_requesting_process,,,,TP_5,
100,104.0,tp_going_to_requesting_process,,,,TP_6,
101,104.0,tp_request,A0001_H52P0,2야드 대조립공장,,,
102,104.0,tp_going_to_next_process,A0001_H52P0,2야드 대조립공장,,TP_5,
103,104.0,tp_request,A0001_H52S0,2야드 대조립공장,,,
104,104.0,tp_going_to_next_process,A0001_H52S0,2야드 대조립공장,,TP_6,
105,104.02311166557199,tp_finished_transferred_to_next_process,A0001_H52P0,외부,,TP_5,
106,104.02311166557199,part_transferred_to_next_process_with_tp,A0001_H52P0,2야드 대조립공장,,,
107,104.02311166557199,tp_finished_transferred_to_next_process,A0001_H52S0,외부,,TP_6,
108,104.02311166557199,part_transferred_to_next_process_with_tp,A0001_H52S0,2야드 대조립공장,,,
109,104.02311166557199,Process_entered,A0001_H52P0,외부,,,
110,104.02311166557199,routing_ended,A0001_H52P0,외부,,,
111,104.02311166557199,Process_entered,A0001_H52S0,외부,,,
112,104.02311166557199,routing_ended,A0001_H52S0,외부,,,
113,104.02311166557199,work_start,A0001_H52P0,외부,외부_5,,
114,104.02311166557199,work_start,A0001_H52S0,외부,외부_6,,
115,105.0,work_finish,A0001_E827P,2야드 대조립공장,2야드 대조립공장_3,,
116,105.0,"part_transferred_to_out_buffer, step = 1",A0001_E827P,2야드 대조립공장,2야드 대조립공장_3,,
117,105.0,work_finish,A0001_E827S,2야드 대조립공장,2야드 대조립공장_4,,
118,105.0,"part_transferred_to_out_buffer, step = 1",A0001_E827S,2야드 대조립공장,2야드 대조립공장_4,,
119,105.0,part_created,A0001_A213P,,,,
120,105.0,part_created,A0001_A214A,,,,
121,105.0,part_created,A0001_A217P,,,,
122,105.0,part_created,A0001_A217S,,,,
123,105.0,part_created,A0001_E11A0,,,,
124,105.0,completed,A0001_E827P,Sink,,,
125,105.0,completed,A0001_E827S,Sink,,,
126,105.0,Process_entered,A0001_A213P,외부,,,
127,105.0,routing_ended,A0001_A213P,외부,,,
128,105.0,Process_entered,A0001_E11A0,2야드 대조립공장,,,
129,105.0,routing_ended,A0001_E11A0,2야드 대조립공장,,,
130,105.0,Process_entered,A0001_A214A,외부,,,
131,105.0,routing_ended,A0001_A214A,외부,,,
132,105.0,work_start,A0001_A213P,외부,외부_7,,
133,105.0,Process_entered,A0001_A217P,외부,,,
134,105.0,routing_ended,A0001_A217P,외부,,,
135,105.0,work_start,A0001_E11A0,2야드 대조립공장,2야드 대조립공장_5,,
136,105.0,work_start,A0001_A214A,외부,외부_8,,
137,105.0,Process_entered,A0001_A217S,외부,,,
138,105.0,routing_ended,A0001_A217S,외부,,,
139,105.0,work_start,A0001_A217P,외부,외부_9,,
140,105.0,work_start,A0001_A217S,외부,외부_10,,
141,106.0,part_created,A0001_B113P,,,,
142,106.0,part_created,A0001_B113S,,,,
143,106.0,Process_entered,A0001_B113P,2야드 판넬공장,,,
144,106.0,routing_ended,A0001_B113P,2야드 판넬공장,,,
145,106.0,Process_entered,A0001_B113S,2야드 판넬공장,,,
146,106.0,routing_ended,A0001_B113S,2야드 판넬공장,,,
147,106.0,work_start,A0001_B113P,2야드 판넬공장,2야드 판넬공장_4,,
148,106.0,work_start,A0001_B113S,2야드 판넬공장,2야드 판넬공장_5,,
149,107.0,part_created,A0001_E417P,,,,
150,107.0,part_created,A0001_E417S,,,,
151,107.0,Process_entered,A0001_E417P,2야드 판넬공장,,,
152,107.0,routing_ended,A0001_E417P,2야드 판넬공장,,,
153,107.0,Process_entered,A0001_E417S,2야드 판넬공장,,,
154,107.0,routing_ended,A0001_E417S,2야드 판넬공장,,,
155,107.0,work_start,A0001_E417P,2야드 판넬공장,2야드 판넬공장_6,,
156,107.0,work_start,A0001_E417S,2야드 판넬공장,2야드 판넬공장_7,,
157,109.0,part_created,A0001_A21S0,,,,
158,109.0,tp_going_to_requesting_process,,,,TP_7,
159,109.0,tp_request,A0001_A21S0,2야드 대조립공장,,,
160,109.0,tp_going_to_next_process,A0001_A21S0,2야드 대조립공장,,TP_7,
161,109.02311166557199,tp_finished_transferred_to_next_process,A0001_A21S0,외부,,TP_7,
162,109.02311166557199,part_transferred_to_next_process_with_tp,A0001_A21S0,2야드 대조립공장,,,
163,109.02311166557199,Process_entered,A0001_A21S0,외부,,,
164,109.02311166557199,routing_ended,A0001_A21S0,외부,,,
165,109.02311166557199,work_start,A0001_A21S0,외부,외부_11,,
166,110.0,work_finish,A0001_E417P,2야드 판넬공장,2야드 판넬공장_6,,
167,110.0,"part_transferred_to_out_buffer, step = 0",A0001_E417P,2야드 판넬공장,2야드 판넬공장_6,,
168,110.0,work_finish,A0001_E417S,2야드 판넬공장,2야드 판넬공장_7,,
169,110.0,"part_transferred_to_out_buffer, step = 0",A0001_E417S,2야드 판넬공장,2야드 판넬공장_7,,
170,110.0,part_created,A0001_A31P0,,,,
171,110.0,part_created,A0001_A31S0,,,,
172,110.0,tp_going_to_requesting_process,,,,TP_8,
173,110.0,tp_going_to_requesting_process,,,,TP_9,
174,110.0,tp_request,A0001_A31P0,2야드 대조립공장,,,
175,110.0,tp_going_to_next_process,A0001_A31P0,2야드 대조립공장,,TP_8,
176,110.0,tp_request,A0001_A31S0,2야드 대조립공장,,,
177,110.0,tp_going_to_next_process,A0001_A31S0,2야드 대조립공장,,TP_9,
178,110.02311166557199,tp_finished_transferred_to_next_process,A0001_A31P0,외부,,TP_8,
179,110.02311166557199,part_transferred_to_next_process_with_tp,A0001_A31P0,2야드 대조립공장,,,
180,110.02311166557199,tp_finished_transferred_to_next_process,A0001_A31S0,외부,,TP_9,
181,110.02311166557199,part_transferred_to_next_process_with_tp,A0001_A31S0,2야드 대조립공장,,,
182,110.02311166557199,Process_entered,A0001_A31P0,외부,,,
183,110.02311166557199,routing_ended,A0001_A31P0,외부,,,
184,110.02311166557199,Process_entered,A0001_A31S0,외부,,,
185,110.02311166557199,routing_ended,A0001_A31S0,외부,,,
186,110.02311166557199,work_start,A0001_A31P0,외부,외부_12,,
187,110.02311166557199,work_start,A0001_A31S0,외부,외부_13,,
188,111.0,part_created,A0001_E32P0,,,,
189,111.0,part_created,A0001_E32S0,,,,
190,111.0,part_created,A0001_H61A0,,,,
191,111.0,Process_entered,A0001_E32P0,2야드 대조립공장,,,
192,111.0,routing_ended,A0001_E32P0,2야드 대조립공장,,,
193,111.0,Process_entered,A0001_H61A0,선각공장,,,
194,111.0,routing_ended,A0001_H61A0,선각공장,,,
195,111.0,Process_entered,A0001_E32S0,2야드 대조립공장,,,
196,111.0,routing_ended,A0001_E32S0,2야드 대조립공장,,,
197,111.0,work_start,A0001_E32P0,2야드 대조립공장,2야드 대조립공장_6,,
198,111.0,Process_entered,A0001_E417P,2야드 대조립공장,,,
199,111.0,routing_ended,A0001_E417P,2야드 대조립공장,,,
200,111.0,work_start,A0001_H61A0,선각공장,선각공장_0,,
201,111.0,work_start,A0001_E32S0,2야드 대조립공장,2야드 대조립공장_7,,
202,111.0,Process_entered,A0001_E417S,2야드 대조립공장,,,
203,111.0,routing_ended,A0001_E417S,2야드 대조립공장,,,
204,111.0,work_start,A0001_E417P,2야드 대조립공장,2야드 대조립공장_8,,
205,111.0,work_start,A0001_E417S,2야드 대조립공장,2야드 대조립공장_9,,
206,112.0,part_created,A0001_E31P0,,,,
207,112.0,part_created,A0001_E31S0,,,,
208,112.0,Process_entered,A0001_E31P0,2야드 대조립공장,,,
209,112.0,routing_ended,A0001_E31P0,2야드 대조립공장,,,
210,112.0,Process_entered,A0001_E31S0,2야드 대조립공장,,,
211,112.0,routing_ended,A0001_E31S0,2야드 대조립공장,,,
212,112.0,work_start,A0001_E31P0,2야드 대조립공장,2야드 대조립공장_10,,
213,112.0,work_start,A0001_E31S0,2야드 대조립공장,2야드 대조립공장_11,,
214,114.0,work_finish,A0001_H61A0,선각공장,선각공장_0,,
215,114.0,Stock_in,A0001_H61A0,E4,,,
216,114.0,go_to_stock,A0001_H61A0,선각공장,,,
217,114.0,"part_transferred_to_out_buffer, step = 0",A0001_H61A0,선각공장,선각공장_0,,
218,114.0,part_created,A0001_E21P0,,,,
219,114.0,part_created,A0001_E21S0,,,,
220,114.0,Process_entered,A0001_E21P0,2야드 대조립공장,,,
221,114.0,routing_ended,A0001_E21P0,2야드 대조립공장,,,
222,114.0,Process_entered,A0001_E21S0,2야드 대조립공장,,,
223,114.0,routing_ended,A0001_E21S0,2야드 대조립공장,,,
224,114.0,work_start,A0001_E21P0,2야드 대조립공장,2야드 대조립공장_12,,
225,114.0,work_start,A0001_E21S0,2야드 대조립공장,2야드 대조립공장_13,,
226,117.0,work_finish,A0001_A213P,외부,외부_7,,
227,117.0,"part_transferred_to_out_buffer, step = 0",A0001_A213P,외부,외부_7,,
228,117.0,work_finish,A0001_A214A,외부,외부_8,,
229,117.0,"part_transferred_to_out_buffer, step = 0",A0001_A214A,외부,외부_8,,
230,117.0,work_finish,A0001_A217P,외부,외부_9,,
231,117.0,"part_transferred_to_out_buffer, step = 0",A0001_A217P,외부,외부_9,,
232,117.0,work_finish,A0001_A217S,외부,외부_10,,
233,117.0,"part_transferred_to_out_buffer, step = 0",A0001_A217S,외부,외부_10,,
234,117.0,work_finish,A0001_B113P,2야드 판넬공장,2야드 판넬공장_4,,
235,117.0,"part_transferred_to_out_buffer, step = 0",A0001_B113P,2야드 판넬공장,2야드 판넬공장_4,,
236,117.0,work_finish,A0001_B113S,2야드 판넬공장,2야드 판넬공장_5,,
237,117.0,"part_transferred_to_out_buffer, step = 0",A0001_B113S,2야드 판넬공장,2야드 판넬공장_5,,
238,117.0,part_created,A0001_E517P,,,,
239,117.0,part_created,A0001_E517S,,,,
240,117.0,part_created,A0001_E82P0,,,,
241,117.0,part_created,A0001_E82S0,,,,
242,117.0,part_created,A0001_H11P1,,,,
243,117.0,part_created,A0001_H24A0,,,,
244,117.0,tp_going_to_requesting_process,,,,TP_10,
245,117.0,completed,A0001_A213P,Sink,,,
246,117.0,completed,A0001_A214A,Sink,,,
247,117.0,completed,A0001_A217P,Sink,,,
248,117.0,completed,A0001_A217S,Sink,,,
249,117.0,completed,A0001_B113P,Sink,,,
250,117.0,completed,A0001_B113S,Sink,,,
251,117.0,Process_entered,A0001_E517P,2야드 판넬공장,,,
252,117.0,routing_ended,A0001_E517P,2야드 판넬공장,,,
253,117.0,Process_entered,A0001_E82P0,2야드 대조립공장,,,
254,117.0,routing_ended,A0001_E82P0,2야드 대조립공장,,,
255,117.0,tp_request,A0001_H11P1,2야드 대조립공장,,,
256,117.0,tp_going_to_next_process,A0001_H11P1,2야드 대조립공장,,TP_10,
257,117.0,Process_entered,A0001_H24A0,선각공장,,,
258,117.0,routing_ended,A0001_H24A0,선각공장,,,
259,117.0,Process_entered,A0001_E517S,2야드 판넬공장,,,
260,117.0,routing_ended,A0001_E517S,2야드 판넬공장,,,
261,117.0,Process_entered,A0001_E82S0,2야드 대조립공장,,,
262,117.0,routing_ended,A0001_E82S0,2야드 대조립공장,,,
263,117.0,part_created,A0001_A21P0,,,,
264,117.0,part_created,A0001_B11P0,,,,
265,117.0,part_created,A0001_B11S0,,,,
266,117.0,work_start,A0001_E517P,2야드 판넬공장,2야드 판넬공장_8,,
267,117.0,work_start,A0001_E82P0,2야드 대조립공장,2야드 대조립공장_14,,
268,117.0,work_start,A0001_H24A0,선각공장,선각공장_1,,
269,117.0,tp_going_to_requesting_process,,,,TP_11,
270,117.0,tp_going_to_requesting_process,,,,TP_12,
271,117.0,tp_going_to_requesting_process,,,,TP_13,
272,117.0,work_start,A0001_E517S,2야드 판넬공장,2야드 판넬공장_9,,
273,117.0,work_start,A0001_E82S0,2야드 대조립공장,2야드 대조립공장_15,,
274,117.0,tp_request,A0001_A21P0,2야드 대조립공장,,,
275,117.0,tp_going_to_next_process,A0001_A21P0,2야드 대조립공장,,TP_11,
276,117.0,tp_request,A0001_B11P0,2야드 대조립공장,,,
277,117.0,tp_going_to_next_process,A0001_B11P0,2야드 대조립공장,,TP_12,
278,117.0,tp_request,A0001_B11S0,2야드 대조립공장,,,
279,117.0,tp_going_to_next_process,A0001_B11S0,2야드 대조립공장,,TP_13,
280,117.01520080791916,tp_finished_transferred_to_next_process,A0001_B11P0,2야드 판넬공장,,TP_12,
281,117.01520080791916,part_transferred_to_next_process_with_tp,A0001_B11P0,2야드 대조립공장,,,
282,117.01520080791916,tp_finished_transferred_to_next_process,A0001_B11S0,2야드 판넬공장,,TP_13,
283,117.01520080791916,part_transferred_to_next_process_with_tp,A0001_B11S0,2야드 대조립공장,,,
284,117.01520080791916,Process_entered,A0001_B11P0,2야드 판넬공장,,,
285,117.01520080791916,routing_ended,A0001_B11P0,2야드 판넬공장,,,
286,117.01520080791916,Process_entered,A0001_B11S0,2야드 판넬공장,,,
287,117.01520080791916,routing_ended,A0001_B11S0,2야드 판넬공장,,,
288,117.01520080791916,work_start,A0001_B11P0,2야드 판넬공장,2야드 판넬공장_10,,
289,117.01520080791916,work_start,A0001_B11S0,2야드 판넬공장,2야드 판넬공장_11,,
290,117.02311166557199,tp_finished_transferred_to_next_process,A0001_A21P0,외부,,TP_11,
291,117.02311166557199,part_transferred_to_next_process_with_tp,A0001_A21P0,2야드 대조립공장,,,
292,117.02311166557199,Process_entered,A0001_A21P0,외부,,,
293,117.02311166557199,routing_ended,A0001_A21P0,외부,,,
294,117.02311166557199,work_start,A0001_A21P0,외부,외부_14,,
295,117.03485817666272,tp_finished_transferred_to_next_process,A0001_H11P1,화공설비쉘터,,TP_10,
296,117.03485817666272,part_transferred_to_next_process_with_tp,A0001_H11P1,2야드 대조립공장,,,
297,117.03485817666272,Process_entered,A0001_H11P1,화공설비쉘터,,,
298,117.03485817666272,routing_ended,A0001_H11P1,화공설비쉘터,,,
299,117.03485817666272,work_start,A0001_H11P1,화공설비쉘터,화공설비쉘터_0,,
300,118.0,work_finish,A0001_E417P,2야드 대조립공장,2야드 대조립공장_8,,
301,118.0,"part_transferred_to_out_buffer, step = 1",A0001_E417P,2야드 대조립공장,2야드 대조립공장_8,,
302,118.0,work_finish,A0001_E417S,2야드 대조립공장,2야드 대조립공장_9,,
303,118.0,"part_transferred_to_out_buffer, step = 1",A0001_E417S,2야드 대조립공장,2야드 대조립공장_9,,
304,118.0,work_finish,A0001_E517P,2야드 판넬공장,2야드 판넬공장_8,,
305,118.0,"part_transferred_to_out_buffer, step = 0",A0001_E517P,2야드 판넬공장,2야드 판넬공장_8,,
306,118.0,work_finish,A0001_E517S,2야드 판넬공장,2야드 판넬공장_9,,
307,118.0,"part_transferred_to_out_buffer, step = 0",A0001_E517S,2야드 판넬공장,2야드 판넬공장_9,,
308,118.0,part_created,A0001_E22P0,,,,
309,118.0,part_created,A0001_E22S0,,,,
310,118.0,part_created,A0001_E413P,,,,
311,118.0,part_created,A0001_E415P,,,,
312,118.0,part_created,A0001_H23P1,,,,
313,118.0,part_created,A0001_M31P0,,,,
314,118.0,part_created,A0001_M31S0,,,,
315,118.0,part_created,A0001_M32P0,,,,
316,118.0,part_created,A0001_M32S0,,,,
317,118.0,part_created,A0001_M33S0,,,,
318,118.0,part_created,A0001_M41A0,,,,
319,118.0,tp_going_to_requesting_process,,,,TP_14,
320,118.0,tp_going_to_requesting_process,,,,TP_15,
321,118.0,tp_going_to_requesting_process,,,,TP_16,
322,118.0,tp_going_to_requesting_process,,,,TP_17,
323,118.0,tp_going_to_requesting_process,,,,TP_18,
324,118.0,tp_going_to_requesting_process,,,,TP_19,
325,118.0,tp_going_to_requesting_process,,,,TP_20,
326,118.0,completed,A0001_E417P,Sink,,,
327,118.0,completed,A0001_E417S,Sink,,,
328,118.0,Process_entered,A0001_E22P0,2야드 대조립공장,,,
329,118.0,routing_ended,A0001_E22P0,2야드 대조립공장,,,
330,118.0,Process_entered,A0001_E413P,2야드 판넬공장,,,
331,118.0,routing_ended,A0001_E413P,2야드 판넬공장,,,
332,118.0,tp_request,A0001_H23P1,2야드 대조립공장,,,
333,118.0,tp_going_to_next_process,A0001_H23P1,2야드 대조립공장,,TP_14,
334,118.0,tp_request,A0001_M31P0,2야드 대조립공장,,,
335,118.0,tp_going_to_next_process,A0001_M31P0,2야드 대조립공장,,TP_15,
336,118.0,tp_request,A0001_M31S0,2야드 대조립공장,,,
337,118.0,tp_going_to_next_process,A0001_M31S0,2야드 대조립공장,,TP_16,
338,118.0,tp_request,A0001_M32P0,2야드 대조립공장,,,
339,118.0,tp_going_to_next_process,A0001_M32P0,2야드 대조립공장,,TP_17,
340,118.0,tp_request,A0001_M32S0,2야드 대조립공장,,,
341,118.0,tp_going_to_next_process,A0001_M32S0,2야드 대조립공장,,TP_18,
342,118.0,tp_request,A0001_M33S0,2야드 대조립공장,,,
343,118.0,tp_going_to_next_process,A0001_M33S0,2야드 대조립공장,,TP_19,
344,118.0,tp_request,A0001_M41A0,2야드 대조립공장,,,
345,118.0,tp_going_to_next_process,A0001_M41A0,2야드 대조립공장,,TP_20,
346,118.0,Process_entered,A0001_E22S0,2야드 대조립공장,,,
347,118.0,routing_ended,A0001_E22S0,2야드 대조립공장,,,
348,118.0,Process_entered,A0001_E415P,2야드 판넬공장,,,
349,118.0,routing_ended,A0001_E415P,2야드 판넬공장,,,
350,118.0,work_start,A0001_E22P0,2야드 대조립공장,2야드 대조립공장_16,,
351,118.0,work_start,A0001_E413P,2야드 판넬공장,2야드 판넬공장_12,,
352,118.0,work_start,A0001_E22S0,2야드 대조립공장,2야드 대조립공장_17,,
353,118.0,work_start,A0001_E415P,2야드 판넬공장,2야드 판넬공장_13,,
354,118.02311166557199,tp_finished_transferred_to_next_process,A0001_M31P0,외부,,TP_15,
355,118.02311166557199,part_transferred_to_next_process_with_tp,A0001_M31P0,2야드 대조립공장,,,
356,118.02311166557199,tp_finished_transferred_to_next_process,A0001_M31S0,외부,,TP_16,
357,118.02311166557199,part_transferred_to_next_process_with_tp,A0001_M31S0,2야드 대조립공장,,,
358,118.02311166557199,tp_finished_transferred_to_next_process,A0001_M32P0,외부,,TP_17,
359,118.02311166557199,part_transferred_to_next_process_with_tp,A0001_M32P0,2야드 대조립공장,,,
360,118.02311166557199,tp_finished_transferred_to_next_process,A0001_M32S0,외부,,TP_18,
361,118.02311166557199,part_transferred_to_next_process_with_tp,A0001_M32S0,2야드 대조립공장,,,
362,118.02311166557199,tp_finished_transferred_to_next_process,A0001_M33S0,외부,,TP_19,
363,118.02311166557199,part_transferred_to_next_process_with_tp,A0001_M33S0,2야드 대조립공장,,,
364,118.02311166557199,tp_finished_transferred_to_next_process,A0001_M41A0,외부,,TP_20,
365,118.02311166557199,part_transferred_to_next_process_with_tp,A0001_M41A0,2야드 대조립공장,,,
366,118.02311166557199,Process_entered,A0001_M31P0,외부,,,
367,118.02311166557199,routing_ended,A0001_M31P0,외부,,,
368,118.02311166557199,Process_entered,A0001_M31S0,외부,,,
369,118.02311166557199,routing_ended,A0001_M31S0,외부,,,
370,118.02311166557199,work_start,A0001_M31P0,외부,외부_15,,
371,118.02311166557199,Process_entered,A0001_M32P0,외부,,,
372,118.02311166557199,routing_ended,A0001_M32P0,외부,,,
373,118.02311166557199,work_start,A0001_M31S0,외부,외부_16,,
374,118.02311166557199,Process_entered,A0001_M32S0,외부,,,
375,118.02311166557199,routing_ended,A0001_M32S0,외부,,,
376,118.02311166557199,work_start,A0001_M32P0,외부,외부_17,,
377,118.02311166557199,Process_entered,A0001_M33S0,외부,,,
378,118.02311166557199,routing_ended,A0001_M33S0,외부,,,
379,118.02311166557199,work_start,A0001_M32S0,외부,외부_18,,
380,118.02311166557199,Process_entered,A0001_M41A0,외부,,,
381,118.02311166557199,routing_ended,A0001_M41A0,외부,,,
382,118.02311166557199,work_start,A0001_M33S0,외부,외부_19,,
383,118.02311166557199,work_start,A0001_M41A0,외부,외부_20,,
384,118.05114964255567,tp_finished_transferred_to_next_process,A0001_H23P1,1도크쉘터,,TP_14,
385,118.05114964255567,part_transferred_to_next_process_with_tp,A0001_H23P1,2야드 대조립공장,,,
386,118.05114964255567,Process_entered,A0001_H23P1,1도크쉘터,,,
387,118.05114964255567,routing_ended,A0001_H23P1,1도크쉘터,,,
388,118.05114964255567,work_start,A0001_H23P1,1도크쉘터,1도크쉘터_0,,
389,119.0,work_finish,A0001_E413P,2야드 판넬공장,2야드 판넬공장_12,,
390,119.0,"part_transferred_to_out_buffer, step = 0",A0001_E413P,2야드 판넬공장,2야드 판넬공장_12,,
391,119.0,work_finish,A0001_E415P,2야드 판넬공장,2야드 판넬공장_13,,
392,119.0,"part_transferred_to_out_buffer, step = 0",A0001_E415P,2야드 판넬공장,2야드 판넬공장_13,,
393,119.0,part_created,A0001_H21P1,,,,
394,119.0,tp_going_to_requesting_process,,,,TP_21,
